  date, station, SHOWALTER, lifted index, LIFT, SWEAT, K index, TT, CAPE, CINS, RICH, TEMPK, PWATER 
  12:00 28 Jun 2015,  72440,  6.05,  1.82,  1.41,  113.81,  13.50,  39.20,  0.00,  0.00,  0.00,  285.78,  22.91
  00:00 29 Jun 2015,  72440,  -0.65,  -1.30,  -1.96,  259.81,  34.30,  46.80,  1040.03,  -75.02,  210.54,  731.09,  11.21,  287.02,  36.77
  12:00 29 Jun 2015,  72440,  0.44,  -1.89,  -2.43,  190.99,  11.30,  46.60,  922.02,  -69.67,  244.44,  787.38,  52.74,  289.11,  25.77
  00:00 30 Jun 2015,  72440,  -0.88,  -2.48,  -2.92,  183.22,  3.50,  48.80,  631.23,  -84.95,  246.08,  616.67,  58.95,  285.82,  25.60
  12:00 30 Jun 2015,  72440,  0.35,  0.14,  -0.48,  209.99,  22.50,  46.00,  283.06,  -57.69,  290.73,  778.62,  8.01,  285.87,  29.32
 
  12:00 01 Jul 2015,  72440,  -5.79,  -1.32,  -1.43,  537.47,  34.30,  52.60,  95.35,  -195.78,  433.65,  690.30,  0.57,  291.08,  49.80
  18:00 01 Jul 2015,  72440,  -3.09,  -2.09,  -2.27,  256.61,  34.80,  50.10,  628.35,  -164.77,  234.31,  736.70,  6.22,  291.59,  46.20
  00:00 02 Jul 2015,  72440,  -4.15,  -7.91,  -8.70,  345.20,  27.10,  52.00,  3393.42,  -20.62,  154.18,  842.64,  34.45,  294.08,  40.96
  12:00 02 Jul 2015,  72440,  -3.65,  -1.15,  -1.84,  297.00,  31.40,  48.90,  339.79,  -161.05,  246.20,  644.57,  4.52,  291.92,  40.58
  00:00 03 Jul 2015,  72440,  -4.66,  -5.45,  -5.86,  316.79,  35.30,  51.00,  2080.91,  -1.11,  170.62,  874.62,  32.22,  293.90,  47.00
  12:00 03 Jul 2015,  72440,  -0.70,  -2.80,  -3.44,  243.00,  33.00,  45.40,  1428.58,  0.00,  204.26,  924.49,  40.49,  293.27,  42.43
  00:00 04 Jul 2015,  72440,  0.56,  -2.02,  -2.76,  202.40,  30.90,  44.60,  909.12,  -5.66,  214.34,  854.88,  53.17,  290.17,  35.16
  12:00 04 Jul 2015,  72440,  0.29,  1.58,  1.06,  180.58,  24.60,  45.10,  101.12,  -265.40,  259.53,  464.61,  14.97,  287.40,  29.13
  00:00 05 Jul 2015,  72440,  -0.91,  -2.49,  -3.30,  189.19,  15.80,  46.70,  1506.94,  -5.54,  200.94,  839.82,  834.75,  289.00,  28.82
  12:00 05 Jul 2015,  72440,  -1.51,  -4.01,  -4.88,  196.18,  13.60,  47.90,  2120.37,  -18.87,  203.07,  850.11,  311.53,  293.64,  28.37
  00:00 06 Jul 2015,  72440,  0.60,  0.66,  0.61,  152.19,  29.10,  47.00,  98.96,  -286.50,  519.32,  636.47,  96.71,  282.96,  35.19
  12:00 06 Jul 2015,  72440,  -2.73,  -4.39,  -5.03,  230.21,  31.70,  49.00,  1358.93,  -42.83,  166.28,  816.49,  157.43,  293.66,  41.89
  00:00 07 Jul 2015,  72440,  -1.19,  -3.95,  -5.00,  256.21,  38.00,  45.50,  1906.47,  -11.46,  157.83,  848.65,  148.39,  293.53,  48.86
  12:00 07 Jul 2015,  72440,  -1.60,  -2.45,  -2.63,  264.42,  39.50,  45.00,  944.91,  -2.77,  157.67,  881.90,  96.49,  294.21,  58.80
  00:00 08 Jul 2015,  72440,  -1.21,  2.46,  2.61,  239.61,  37.20,  44.60,  0.00,  0.00,  930.03,  943.01,  0.00,  291.42,  54.48
  12:00 08 Jul 2015,  72440,  -0.48,  -0.59,  -0.68,  303.20,  34.90,  43.90,  265.21,  -31.43,  440.01,  817.05,  5.56,  293.02,  54.87
  00:00 09 Jul 2015,  72440,  -0.61,  -1.08,  -1.21,  344.15,  36.90,  43.80,  271.72,  0.00,  334.37,  926.81,  21.26,  293.17,  55.17
  12:00 09 Jul 2015,  72440,  -1.50,  0.08,  -0.10,  288.59,  38.00,  46.20,  89.26,  0.00,  387.30,  932.15,  2.08,  291.83,  47.66
  00:00 10 Jul 2015,  72440,  -0.02,  -0.68,  -0.77,  352.01,  36.60,  45.20,  175.50,  -86.93,  467.08,  749.10,  3.15,  290.95,  49.47
  12:00 10 Jul 2015,  72440,  -2.98,  -1.77,  -2.06,  290.61,  36.40,  48.70,  380.76,  -72.75,  319.03,  786.18,  9.63,  291.85,  46.74
  00:00 11 Jul 2015,  72440,  8.56,  -2.77,  -3.33,  138.84,  7.10,  34.20,  797.21,  -47.03,  203.90,  760.09,  29.53,  288.83,  25.60
  12:00 11 Jul 2015,  72440,  7.85,  -2.51,  -3.23,  179.30,  8.10,  35.40,  1031.97,  -64.15,  194.32,  783.33,  139.93,  291.93,  31.29
  00:00 12 Jul 2015,  72440,  -3.19,  -4.66,  -5.15,  258.00,  15.50,  48.60,  2083.72,  -5.38,  157.91,  844.70,  74.63,  291.86,  44.31
  12:00 12 Jul 2015,  72440,  3.10,  -1.34,  -2.01,  188.21,  30.30,  41.40,  837.23,  -115.10,  178.60,  720.12,  64.66,  291.72,  43.42
  00:00 13 Jul 2015,  72440,  0.20,  -3.56,  -4.68,  236.81,  31.10,  44.40,  2332.90,  -53.55,  149.68,  728.07,  67.16,  291.73,  40.40
  12:00 13 Jul 2015,  72440,  -2.66,  -1.06,  -1.95,  256.82,  31.70,  47.60,  1160.45,  -269.33,  171.95,  664.86,  29.13,  291.79,  38.60
  00:00 14 Jul 2015,  72440,  -0.47,  -6.44,  -7.78,  320.52,  26.70,  47.60,  3820.30,  -96.14,  128.77,  721.43,  142.59,  292.93,  38.15
  12:00 14 Jul 2015,  72440,  -3.47,  -4.97,  -5.65,  304.20,  34.10,  51.00,  2342.46,  -161.22,  151.19,  700.40,  186.72,  292.79,  48.03
  00:00 15 Jul 2015,  72440,  4.02,  -0.83,  -1.41,  104.19,  35.70,  41.80,  257.23,  -342.60,  247.16,  665.13,  6.60,  287.77,  39.31
  12:00 15 Jul 2015,  72440,  -6.30,  -7.19,  -8.38,  350.21,  34.40,  52.90,  3374.47,  -31.54,  131.94,  841.75,  1156.31,  294.83,  45.92
  00:00 16 Jul 2015,  72440,  -4.12,  -1.15,  -1.91,  276.80,  40.20,  49.40,  440.02,  -192.50,  224.84,  677.09,  10.23,  288.55,  44.66
  12:00 16 Jul 2015,  72440,  -5.30,  -2.31,  -3.15,  446.95,  39.80,  50.70,  537.24,  -177.34,  221.03,  712.64,  349.36,  291.49,  38.73
  00:00 17 Jul 2015,  72440,  -2.23,  -3.26,  -4.02,  386.36,  18.10,  47.00,  1570.63,  -43.60,  168.60,  674.67,  42.23,  290.61,  38.45
  12:00 17 Jul 2015,  72440,  -0.02,  -2.62,  -3.23,  184.71,  27.50,  46.00,  1233.57,  -203.11,  181.66,  675.62,  232.07,  291.95,  48.07
  00:00 18 Jul 2015,  72440,  -1.78,  -5.95,  -6.59,  368.69,  32.50,  48.60,  2648.89,  -50.28,  137.75,  742.07,  101.10,  292.04,  44.66
  12:00 18 Jul 2015,  72440,  -2.37,  -5.01,  -5.35,  335.42,  20.30,  50.00,  1054.51,  -181.37,  157.81,  665.26,  106.46,  292.04,  36.73
  00:00 19 Jul 2015,  72440,  -1.16,  -4.53,  -5.73,  387.09,  11.10,  46.40,  2734.96,  -78.18,  140.62,  715.74,  70.37,  292.30,  32.89
  12:00 19 Jul 2015,  72440,  -4.51,  -5.56,  -6.27,  320.99,  19.70,  52.40,  1150.36,  -175.99,  160.26,  680.89,  104.36,  292.59,  30.81
  00:00 20 Jul 2015,  72440,  -4.20,  -7.49,  -8.66,  417.35,  36.90,  49.20,  4962.37,  -0.79,  114.81,  870.99,  155.53,  295.98,  53.13
  12:00 20 Jul 2015,  72440,  0.90,  -3.34,  -4.09,  204.60,  30.30,  45.00,  912.91,  -139.45,  213.00,  721.08,  280.94,  291.95,  44.03
  00:00 21 Jul 2015,  72440,  -3.02,  -1.68,  -2.46,  286.61,  39.40,  45.90,  1012.42,  -68.35,  178.66,  782.43,  24.81,  292.64,  57.44
  12:00 21 Jul 2015,  72440,  1.63,  0.42,  -0.36,  196.01,  30.90,  40.80,  297.49,  -50.69,  304.48,  763.75,  17.05,  291.77,  40.65
  00:00 22 Jul 2015,  72440,  -1.11,  -2.83,  -3.48,  222.20,  35.50,  44.60,  756.99,  -2.15,  188.37,  893.71,  70.42,  293.18,  51.07
  12:00 22 Jul 2015,  72440,  -0.88,  -0.27,  -0.54,  247.05,  37.00,  44.20,  180.12,  -32.95,  390.90,  812.98,  11.35,  292.84,  52.09
  00:00 23 Jul 2015,  72440,  -0.51,  -2.62,  -3.42,  243.20,  37.60,  44.10,  1181.62,  -20.18,  163.38,  843.23,  37.95,  293.89,  51.72
  12:00 23 Jul 2015,  72440,  -3.66,  -4.57,  6.77,  -11.45,  829.12,  294.91,  33.02
  00:00 24 Jul 2015,  72440,  -3.69,  -4.82,  -6.06,  260.79,  34.20,  47.70,  2491.91,  -2.89,  147.15,  856.16,  82.37,  293.54,  44.82
  12:00 24 Jul 2015,  72440,  -6.49,  -4.48,  -5.59,  366.81,  32.30,  51.80,  1777.89,  -59.55,  157.70,  760.27,  43.21,  293.97,  41.98
  00:00 25 Jul 2015,  72440,  -2.23,  -6.71,  -7.95,  228.59,  34.90,  49.20,  3360.67,  -28.92,  129.33,  790.20,  107.67,  293.16,  47.31
  12:00 25 Jul 2015,  72440,  1.60,  -2.04,  -3.22,  179.40,  36.20,  42.80,  2042.11,  -156.22,  139.16,  747.09,  139.14,  293.66,  45.20
  00:00 26 Jul 2015,  72440,  1.15,  -5.49,  -6.55,  175.61,  30.10,  44.60,  3119.34,  -43.67,  132.06,  774.40,  152.66,  293.14,  43.17
  12:00 26 Jul 2015,  72440,  -4.31,  -4.60,  -5.07,  290.00,  32.00,  50.70,  1604.81,  -88.34,  149.41,  768.23,  288.15,  292.53,  46.86
  00:00 27 Jul 2015,  72440,  0.00
  12:00 27 Jul 2015,  72440,  -1.74,  -3.41,  -4.62,  227.99,  33.30,  46.00,  2213.62,  -68.71,  137.99,  771.71,  421.69,  293.92,  41.47
  00:00 28 Jul 2015,  72440,  -2.78,  -3.32,  -4.50,  268.59,  30.60,  45.90,  2740.96,  -8.75,  120.26,  816.98,  244.44,  292.65,  46.74
  12:00 28 Jul 2015,  72440,  -2.50,  -1.81,  -2.70,  257.39,  33.20,  46.90,  1042.12,  -140.68,  172.00,  721.93,  67.40,  291.57,  44.33
  00:00 29 Jul 2015,  72440,  0.37,  -1.41,  -2.54,  248.59,  22.30,  42.00,  1809.82,  -42.93,  157.27,  731.96,  264.94,  291.28,  38.89
  12:00 29 Jul 2015,  72440,  0.65,  -1.30,  -2.11,  217.01,  25.30,  44.60,  241.68,  -126.41,  248.39,  701.04,  28.66,  288.92,  38.49
  00:00 30 Jul 2015,  72440,  -2.23,  -1.91,  -2.79,  35.00,  46.10,  911.22,  -42.25,  191.33,  785.17,  292.01,  46.11
  12:00 30 Jul 2015,  72440,  8.32,  3.93,  4.03,  44.98,  26.30,  34.60,  0.00,  0.00,  0.00,  285.60,  38.40
  00:00 31 Jul 2015,  72440,  9.56,  3.11,  2.95,  34.01,  23.90,  32.20,  0.00,  0.00,  0.00,  282.97,  31.59
  12:00 31 Jul 2015,  72440,  10.26,  3.02,  2.44,  21.99,  10.50,  31.00,  0.00,  0.00,  0.00,  285.50,  25.57
 
  12:00 01 Aug 2015,  72440,  8.47,  2.59,  2.09,  38.99,  12.10,  34.60,  0.00,  0.00,  0.00,  282.96,  20.62
  00:00 02 Aug 2015,  72440,  -0.47,  -0.36,  -1.06,  184.01,  27.90,  46.80,  117.76,  -19.23,  351.66,  738.40,  26.43,  284.46,  30.90
  12:00 02 Aug 2015,  72440,  4.09,  -1.83,  -2.53,  266.21,  22.30,  40.80,  829.30,  -59.23,  199.11,  792.85,  125.39,  289.98,  35.47
  00:00 03 Aug 2015,  72440,  -0.66,  -0.68,  -1.37,  217.39,  30.30,  46.20,  490.24,  -16.05,  248.30,  739.93,  78.77,  286.14,  34.36
  12:00 03 Aug 2015,  72440,  1.78,  -1.40,  -2.15,  172.80,  20.30,  44.80,  302.15,  -128.81,  306.96,  685.94,  49.60,  287.42,  28.35
  00:00 04 Aug 2015,  72440,  -2.13,  -3.21,  -4.00,  203.80,  25.90,  49.00,  985.22,  -6.58,  196.49,  776.75,  199.21,  287.61,  33.51
  12:00 04 Aug 2015,  72440,  0.53,  -0.71,  -1.37,  176.80,  22.90,  46.00,  215.34,  -136.37,  344.54,  647.61,  115.16,  286.62,  33.74
  00:00 05 Aug 2015,  72440,  0.42,  -3.89,  -4.19,  209.01,  34.20,  45.00,  1785.72,  -15.71,  185.47,  841.90,  60.30,  291.68,  46.06
  12:00 05 Aug 2015,  72440,  -2.30,  -0.94,  -1.30,  367.69,  40.60,  47.70,  462.40,  -120.93,  253.99,  723.70,  4.21,  291.58,  51.40
  00:00 06 Aug 2015,  72440,  1.08,  -1.36,  -2.09,  226.99,  24.90,  42.80,  626.50,  -3.87,  264.21,  856.73,  7.08,  290.76,  37.68
  12:00 06 Aug 2015,  72440,  4.39,  3.19,  2.44,  210.19,  25.40,  36.10,  69.73,  0.00,  231.27,  939.08,  1.58,  292.61,  38.04
  00:00 07 Aug 2015,  72440,  6.05,  -1.57,  -2.36,  150.21,  11.70,  37.20,  1190.27,  -219.30,  169.00,  613.23,  18.01,  290.65,  33.82
  12:00 07 Aug 2015,  72440,  -4.23,  -0.91,  -1.63,  468.95,  37.80,  50.90,  437.30,  -373.21,  219.51,  633.92,  4.37,  290.36,  45.36
  00:00 08 Aug 2015,  72440,  -5.68,  -7.62,  -8.84,  324.00,  22.90,  51.80,  4197.16,  -0.64,  138.48,  855.42,  58.15,  294.46,  41.26
  12:00 08 Aug 2015,  72440,  9.84,  -7.07,  -8.21,  35.00,  4.90,  29.60,  3227.38,  -114.86,  151.50,  735.12,  107.73,  296.25,  33.05
  00:00 09 Aug 2015,  72440,  -3.72,  -5.22,  -6.36,  430.56,  29.30,  50.80,  2318.96,  -162.71,  151.69,  696.71,  42.07,  293.20,  38.82
  12:00 09 Aug 2015,  72440,  0.24,  -2.94,  -3.96,  239.78,  23.50,  45.20,  1264.26,  -176.82,  180.54,  708.74,  90.95,  292.90,  31.67
  21:00 09 Aug 2015,  72440,  0.89,  -5.14,  -6.43,  217.59,  32.90,  45.20,  2957.99,  -31.43,  128.95,  783.93,  114.65,  291.77,  38.74
  00:00 10 Aug 2015,  72440,  -6.52,  -6.91,  -7.55,  372.40,  40.20,  53.30,  3551.25,  -12.27,  122.73,  810.24,  147.07,  292.76,  54.16
  12:00 10 Aug 2015,  72440,  -0.89,  -1.24,  -1.36,  255.61,  40.00,  46.20,  297.22,  -179.45,  363.21,  711.11,  7.30,  291.38,  54.13
  00:00 11 Aug 2015,  72440,  -1.70,  -4.23,  -5.22,  270.80,  29.90,  45.20,  2274.77,  -0.34,  159.03,  870.88,  216.30,  293.77,  43.99
  12:00 11 Aug 2015,  72440,  2.60,  1.05,  0.22,  234.00,  13.90,  38.80,  90.92,  -10.66,  368.79,  870.68,  2.26,  292.80,  32.36
  00:00 12 Aug 2015,  72440,  5.93,  4.83,  4.30,  177.01,  0.90,  35.80,  0.00,  0.00,  0.00,  285.16,  22.82
  12:00 12 Aug 2015,  72440,  6.77,  5.16,  4.88,  150.01,  -6.80,  35.50,  0.34,  -36.51,  809.68,  824.18,  0.02,  285.72,  21.20
  00:00 13 Aug 2015,  72440,  5.31,  4.33,  3.78,  167.00,  -0.30,  37.00,  0.61,  -3.70,  785.40,  803.54,  0.12,  284.66,  21.71
  12:00 13 Aug 2015,  72440,  8.02,  6.15,  5.65,  144.18,  4.30,  32.80,  0.02,  -39.23,  804.19,  810.86,  0.00,  286.04,  22.11
  00:00 14 Aug 2015,  72440,  5.91,  5.52,  4.97,  165.80,  3.50,  35.40,  0.00,  0.00,  0.00,  284.22,  24.98
  12:00 14 Aug 2015,  72440,  4.98,  2.73,  2.82,  146.41,  8.70,  39.00,  0.00,  0.00,  0.00,  286.38,  26.98
  00:00 15 Aug 2015,  72440,  1.40,  1.19,  0.83,  194.02,  20.20,  43.50,  46.33,  -163.72,  379.33,  613.59,  10.65,  285.07,  30.63
  12:00 15 Aug 2015,  72440,  6.83,  0.51,  -0.13,  109.58,  17.90,  37.20,  122.92,  -179.62,  314.78,  669.13,  7.12,  289.27,  27.60
  00:00 16 Aug 2015,  72440,  3.27,  2.69,  2.10,  169.78,  22.70,  40.60,  0.00,  0.00,  0.00,  283.92,  24.50
  12:00 16 Aug 2015,  72440,  1.66,  -1.96,  -2.69,  176.39,  25.30,  43.20,  914.05,  -27.49,  217.01,  819.52,  30.05,  291.81,  29.85
  00:00 17 Aug 2015,  72440,  -0.39,  -0.58,  -1.35,  209.80,  24.90,  45.40,  418.64,  -22.00,  282.43,  724.76,  154.48,  287.01,  28.10
  12:00 17 Aug 2015,  72440,  0.25,  -1.31,  -2.12,  196.79,  21.30,  45.00,  584.21,  -76.08,  282.90,  798.83,  15.19,  290.65,  32.74
  00:00 18 Aug 2015,  72440,  -1.44,  -0.03,  -0.65,  207.80,  36.90,  46.60,  171.74,  -124.65,  399.50,  725.85,  8.01,  289.34,  41.63
  12:00 18 Aug 2015,  72440,  2.63,  -0.92,  -1.69,  240.15,  29.50,  42.60,  571.29,  -121.82,  255.49,  759.74,  0.54,  290.42,  33.33
  00:00 19 Aug 2015,  72440,  5.04,  -3.11,  -4.08,  261.32,  32.10,  39.80,  1637.98,  -72.24,  180.03,  753.88,  28.31,  290.92,  40.43
  12:00 19 Aug 2015,  72440,  2.12,  5.08,  5.28,  208.80,  32.30,  42.20,  0.00,  0.00,  0.00,  287.40,  43.94
  00:00 20 Aug 2015,  72440,  7.69,  4.50,  4.44,  127.38,  18.70,  38.00,  0.00,  0.00,  0.00,  282.95,  21.61
  12:00 20 Aug 2015,  72440,  13.60,  13.65,  13.44,  110.41,  -2.50,  25.60,  0.00,  0.00,  0.00,  278.32,  15.04
  00:00 21 Aug 2015,  72440,  5.53,  4.92,  4.68,  150.61,  6.50,  38.40,  0.00,  0.00,  0.00,  282.04,  21.49
  12:00 21 Aug 2015,  72440,  14.51,  6.95,  6.68,  54.00,  -27.70,  22.40,  0.00,  0.00,  0.00,  282.71,  17.16
  00:00 22 Aug 2015,  72440,  -0.71,  1.05,  0.46,  216.19,  34.60,  46.30,  195.22,  -198.70,  269.62,  592.16,  3.46,  288.79,  38.74
  12:00 22 Aug 2015,  72440,  -3.99,  -3.41,  -3.96,  364.31,  37.90,  52.70,  753.28,  -114.39,  225.89,  698.10,  94.70,  291.62,  42.66
  00:00 23 Aug 2015,  72440,  -0.68,  -4.58,  -5.65,  242.02,  26.10,  45.40,  2308.80,  -0.14,  199.02,  887.60,  42.26,  293.29,  36.12
  12:00 23 Aug 2015,  72440,  1.38,  1.97,  2.03,  223.80,  32.00,  43.60,  13.83,  -227.43,  612.43,  664.90,  0.47,  288.43,  44.39
  00:00 24 Aug 2015,  72440,  2.76,  5.09,  4.64,  217.42,  29.10,  41.80,  0.00,  0.00,  0.00,  284.85,  30.40
  12:00 24 Aug 2015,  72440,  19.29,  12.71,  12.56,  58.99,  -7.50,  2.00,  0.00,  0.00,  0.00,  279.66,  22.10
  00:00 25 Aug 2015,  72440,  14.81,  10.12,  9.85,  67.99,  -31.90,  23.40,  0.00,  0.00,  0.00,  278.14,  13.86
  12:00 25 Aug 2015,  72440,  7.19,  7.49,  7.31,  131.02,  -1.90,  37.20,  0.00,  0.00,  0.00,  279.60,  17.28
  00:00 26 Aug 2015,  72440,  7.63,  3.19,  2.81,  115.58,  -2.10,  36.20,  0.00,  0.00,  0.00,  283.38,  21.09
  12:00 26 Aug 2015,  72440,  3.06,  3.44,  3.18,  151.22,  12.50,  43.80,  0.00,  0.00,  0.00,  283.61,  26.20
  00:00 27 Aug 2015,  72440,  1.09,  -1.74,  -2.26,  148.00,  18.90,  46.80,  367.65,  -311.77,  265.89,  596.65,  8.54,  285.55,  23.75
  12:00 27 Aug 2015,  72440,  11.72,  6.73,  6.44,  61.99,  2.50,  27.00,  0.00,  0.00,  0.00,  281.68,  20.63
  00:00 28 Aug 2015,  72440,  8.77,  -0.47,  -0.78,  35.00,  -0.10,  33.20,  127.69,  -438.81,  335.17,  557.09,  3.55,  288.57,  25.94
  12:00 28 Aug 2015,  72440,  -0.02,  1.38,  1.37,  137.00,  14.90,  48.80,  0.00,  0.00,  0.00,  285.83,  30.44
  00:00 29 Aug 2015,  72440,  2.44,  -0.20,  -0.35,  157.22,  30.30,  43.40,  64.99,  -215.89,  489.67,  634.70,  1.16,  288.75,  40.22
  12:00 29 Aug 2015,  72440,  -1.76,  2.80,  2.64,  259.59,  39.60,  47.30,  0.00,  0.00,  0.00,  286.38,  45.78
  00:00 30 Aug 2015,  72440,  -2.76,  -3.95,  -4.82,  226.58,  38.10,  48.30,  2340.31,  -4.19,  191.15,  846.66,  88.91,  292.07,  40.56
  12:00 30 Aug 2015,  72440,  -2.84,  -1.79,  -2.55,  231.79,  40.50,  48.90,  1336.98,  -87.62,  183.14,  782.15,  124.35,  291.51,  43.18
  00:00 31 Aug 2015,  72440,  -1.46,  -4.10,  -5.12,  224.01,  35.20,  46.50,  2850.93,  -0.55,  175.24,  865.01,  421.37,  291.91,  42.19
  12:00 31 Aug 2015,  72440,  -3.46,  -3.32,  -3.93,  273.79,  39.00,  51.10,  1454.71,  -98.45,  204.13,  785.18,  207.41,  290.26,  40.44
 
  12:00 01 Sep 2015,  72440,  -1.18,  -1.82,  -2.56,  192.01,  35.10,  48.20,  847.63,  -118.51,  236.25,  750.90,  58.90,  289.07,  33.93
  00:00 02 Sep 2015,  72440,  -0.91,  -2.46,  -3.20,  201.78,  33.80,  46.90,  1097.09,  -4.51,  198.43,  806.74,  533.50,  288.17,  36.07
  12:00 02 Sep 2015,  72440,  -0.34,  -1.29,  -1.98,  195.00,  26.80,  46.10,  291.76,  -85.24,  242.95,  797.91,  17.03,  290.31,  34.03
  00:00 03 Sep 2015,  72440,  -0.14,  -1.82,  -2.74,  223.41,  23.10,  44.20,  1241.54,  -0.58,  180.33,  822.91,  169.19,  289.76,  33.28
  12:00 03 Sep 2015,  72440,  -0.28,  -0.30,  -0.87,  201.99,  24.00,  45.10,  232.64,  -151.79,  247.72,  636.18,  12.20,  289.58,  34.41
  00:00 04 Sep 2015,  72440,  -2.60,  -2.93,  -3.60,  221.61,  14.90,  48.60,  1001.84,  -37.29,  195.79,  667.54,  176.38,  288.75,  37.02
  12:00 04 Sep 2015,  72440,  -0.38,  -0.43,  -0.99,  204.41,  25.50,  45.60,  277.16,  -176.98,  241.08,  648.10,  25.44,  290.10,  36.15
  00:00 05 Sep 2015,  72440,  -1.02,  -2.69,  -3.51,  205.19,  34.40,  46.10,  1485.53,  -9.80,  173.93,  803.05,  394.35,  289.74,  42.21
  12:00 05 Sep 2015,  72440,  0.19,  0.90,  0.17,  232.80,  36.90,  42.90,  466.18,  -101.33,  227.58,  764.12,  23.74,  290.11,  43.21
  00:00 06 Sep 2015,  72440,  1.98,  -2.17,  -3.09,  190.79,  34.00,  41.60,  1740.85,  -20.33,  163.51,  815.58,  405.44,  291.54,  44.02
  12:00 06 Sep 2015,  72440,  1.18,  0.31,  -0.39,  227.01,  33.30,  41.80,  541.84,  -88.42,  213.02,  769.40,  20.75,  291.27,  43.70
  00:00 07 Sep 2015,  72440,  -1.02,  -1.79,  -2.37,  237.39,  35.00,  44.70,  1186.40,  -25.76,  170.81,  777.71,  74.44,  290.30,  43.31
  12:00 07 Sep 2015,  72440,  -1.01,  -2.02,  -2.57,  220.19,  36.20,  46.60,  402.94,  -120.99,  233.67,  745.24,  11.02,  291.12,  42.87
  00:00 08 Sep 2015,  72440,  -1.27,  -3.22,  -3.59,  214.21,  35.70,  47.20,  1020.41,  -108.06,  162.70,  752.97,  44.08,  291.91,  45.08
  12:00 08 Sep 2015,  72440,  -1.65,  -1.74,  -2.17,  226.42,  39.10,  47.40,  413.65,  -152.42,  211.76,  732.66,  17.56,  290.81,  50.27
  00:00 09 Sep 2015,  72440,  0.99,  0.91,  0.90,  211.79,  35.90,  43.10,  31.23,  -174.93,  551.49,  687.51,  1.20,  290.28,  49.84
  12:00 09 Sep 2015,  72440,  0.60,  0.63,  0.10,  205.80,  32.40,  42.90,  324.10,  -32.96,  346.01,  792.78,  187.92,  291.79,  42.40
  00:00 10 Sep 2015,  72440,  0.80,  -3.25,  -4.15,  183.38,  20.40,  44.50,  1912.75,  -2.91,  190.21,  855.16,  584.72,  291.35,  31.13
  12:00 10 Sep 2015,  72440,  -2.41,  -4.66,  -5.38,  220.59,  22.80,  49.50,  1727.65,  -8.31,  207.00,  877.38,  103.22,  291.93,  34.39
  00:00 11 Sep 2015,  72440,  -1.25,  -1.06,  -1.60,  196.78,  30.70,  49.60,  341.56,  -155.46,  262.80,  666.62,  16.01,  284.96,  32.33
  12:00 11 Sep 2015,  72440,  2.53,  1.19,  0.80,  163.80,  27.10,  44.40,  11.63,  0.00,  518.21,  919.36,  1.02,  289.25,  32.98
  00:00 12 Sep 2015,  72440,  6.03,  5.35,  5.12,  149.40,  16.10,  40.00,  1.31,  -2.25,  709.00,  812.05,  0.06,  279.68,  15.20
  12:00 12 Sep 2015,  72440,  10.23,  11.02,  10.94,  127.80,  -5.10,  34.60,  0.00,  0.00,  0.00,  277.91,  12.31
  00:00 13 Sep 2015,  72440,  9.98,  10.06,  9.89,  117.21,  14.00,  33.90,  0.00,  0.00,  0.00,  276.32,  15.60
  12:00 13 Sep 2015,  72440,  16.15,  12.97,  13.06,  46.00,  -5.30,  20.00,  0.00,  0.00,  0.00,  277.27,  16.94
  00:00 14 Sep 2015,  72440,  6.04,  5.75,  5.53,  104.82,  28.00,  39.00,  0.00,  0.00,  0.00,  281.84,  27.67
  12:00 14 Sep 2015,  72440,  3.99,  7.77,  7.52,  132.18,  29.60,  42.60,  0.00,  0.00,  0.00,  279.73,  25.82
  00:00 15 Sep 2015,  72440,  3.37,  0.91,  0.91,  111.01,  24.50,  44.00,  0.00,  0.00,  0.00,  283.35,  31.32
  12:00 15 Sep 2015,  72440,  1.63,  7.28,  7.14,  118.59,  31.20,  46.60,  0.00,  0.00,  0.00,  278.61,  28.39
  00:00 16 Sep 2015,  72440,  8.93,  3.93,  3.80,  32.01,  14.30,  33.60,  0.00,  0.00,  0.00,  281.59,  28.14
  12:00 16 Sep 2015,  72440,  -2.29,  4.19,  3.94,  236.82,  33.20,  47.70,  0.00,  0.00,  0.00,  285.19,  36.65
  00:00 17 Sep 2015,  72440,  -1.68,  -3.63,  -4.49,  248.19,  31.90,  46.80,  1512.48,  -6.46,  207.87,  859.86,  39.19,  291.72,  37.38
  12:00 17 Sep 2015,  72440,  -0.48,  -0.26,  -1.00,  383.74,  26.90,  45.00,  384.39,  -142.28,  249.99,  647.15,  9.16,  290.74,  40.58
  00:00 18 Sep 2015,  72440,  4.30,  0.62,  -0.20,  362.70,  22.10,  39.00,  832.83,  -183.30,  211.93,  655.60,  13.54,  288.34,  33.72
  12:00 18 Sep 2015,  72440,  3.34,  -0.84,  -1.31,  166.01,  25.70,  42.40,  452.29,  -340.93,  260.25,  644.13,  13.85,  289.31,  33.99
  00:00 19 Sep 2015,  72440,  -3.32,  -5.54,  -6.06,  302.41,  29.50,  51.60,  1813.42,  -57.06,  182.55,  776.38,  49.71,  290.74,  44.72
  12:00 19 Sep 2015,  72440,  8.68,  8.73,  8.47,  107.40,  11.50,  34.60,  0.00,  0.00,  0.00,  284.84,  23.93
  00:00 20 Sep 2015,  72440,  11.09,  6.74,  6.43,  60.40,  7.30,  31.20,  0.00,  0.00,  0.00,  282.03,  18.25
